行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
111,JP-2021-1048795,2021-01-02,2021-01-07,セカンド クラス,猪郁-20680,猪上 郁,小規模事業所,堺市堺区,大阪府,日本,関西地方,事務用-紙-10000031,事務用品,紙,"ゼロックス スケジュール帳, リサイクル",4056.0,3,0.0,444.0
112,JP-2020-1048956,2020-06-05,2020-06-10,通常配送,河延-17485,河内 延,消費者,福山市,広島県,日本,中国地方,事務用-封筒-10002874,事務用品,封筒,"Cameo 社内用封筒, 赤",10194.000000000002,3,0.0,4992.0
113,JP-2019-1049507,2019-06-24,2019-06-27,セカンド クラス,積千-19675,積田 千代,小規模事業所,稲沢市,愛知県,日本,中部地方,事務用-アプ-10001222,事務用品,アプライアンス,"ハミルトンビーチ 電子レンジ, 白",56130.0,3,0.0,20202.0
114,JP-2022-1050014,2022-09-18,2022-09-22,通常配送,桃優-13840,桃木 優太,大企業,春日市,福岡県,日本,九州,事務用-バイ-10003967,事務用品,バインダー,"ウィルソン・ジョーンズ バインダー カバー, リサイクル",2309.9999999999995,3,0.0,18.0
115,JP-2022-1050014,2022-09-18,2022-09-22,通常配送,桃優-13840,桃木 優太,大企業,春日市,福岡県,日本,九州,家具-椅子-10001335,家具,椅子,"Novimex スツール, 黒",64812.000000000015,6,0.0,18792.0
116,JP-2022-1050014,2022-09-18,2022-09-22,通常配送,桃優-13840,桃木 優太,大企業,春日市,福岡県,日本,九州,事務用-紙-10001531,事務用品,紙,"ゼロックス リーム, 12 パック",4064.0,2,0.0,932.0
117,JP-2019-1051959,2019-06-29,2019-07-03,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,家電-付属-10001486,家電,付属品,"エナーマックス マウス, エコノミー",13430.0,5,0.0,4559.999999999999
118,JP-2019-1051959,2019-06-29,2019-07-03,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,家具-本棚-10000808,家具,本棚,"Dania コーナー シェルフ, メタル",24306.0,3,0.0,7530.0
119,JP-2019-1051959,2019-06-29,2019-07-03,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,事務用-保管-10004463,事務用品,保管箱,"Rogers フォルダ, メタル",5951.999999999998,3,0.0,0.0
120,JP-2019-1051959,2019-06-29,2019-07-03,通常配送,三誠-19090,三溝 誠,消費者,米子市,鳥取県,日本,中国地方,事務用-クリ-10000791,事務用品,クリップ,"Stockwell ホチキス, メタル",2106.0,3,0.0,18.0
121,JP-2022-1055191,2022-12-06,2022-12-11,セカンド クラス,木美-15940,木戸口 美羽,小規模事業所,瀬戸市,愛知県,日本,中部地方,事務用-アプ-10000546,事務用品,アプライアンス,"ブレビル ミキサー, 黒",11956.0,2,0.0,3824.0
122,JP-2019-1055699,2019-01-26,2019-01-30,通常配送,大千-21490,大矢 千代子,消費者,八戸市,青森県,日本,東北地方,家具-本棚-10002644,家具,本棚,"Sauder 棚セット, 白",91980.0,7,0.0,6426.0
123,JP-2019-1055699,2019-01-26,2019-01-30,通常配送,大千-21490,大矢 千代子,消費者,八戸市,青森県,日本,東北地方,事務用-バイ-10002730,事務用品,バインダー,"カーディナル とじ機, クリア",13128.000000000004,4,0.0,1968.0
124,JP-2021-1056311,2021-05-19,2021-05-23,セカンド クラス,楯愛-11410,楯 愛子,消費者,伊豆の国市,静岡県,日本,中部地方,事務用-封筒-10002430,事務用品,封筒,"Cameo 茶封筒, 50 枚セット",3240.0,3,0.4,-1296.0
125,JP-2022-1056726,2022-04-03,2022-04-05,ファースト クラス,梅愛-21715,梅﨑 愛子,小規模事業所,伊勢原市,神奈川県,日本,関東地方,事務用-バイ-10002737,事務用品,バインダー,"Ibico 穴の補強テープ, リサイクル",980.0000000000001,2,0.0,252.0
126,JP-2021-1057064,2021-11-13,2021-11-16,ファースト クラス,佐美-17245,佐田 美羽,消費者,宇部市,山口県,日本,中国地方,家電-事務-10001351,家電,事務機器,"StarTech プリンター, マルチカラー",20493.600000000002,2,0.4,-2.400000000003274
127,JP-2022-1057621,2022-05-10,2022-05-13,ファースト クラス,姉彩-15490,姉川 彩乃,消費者,つくば市,茨城県,日本,関東地方,事務用-ラベ-10003190,事務用品,ラベル,"Harbour Creations 法的提出用ラベル, 調整可能",1180.0,2,0.0,92.0
128,JP-2020-1058309,2020-09-22,2020-09-24,セカンド クラス,島千-21340,島名 千代子,消費者,新宿区,東京都,日本,関東地方,家具-本棚-10003493,家具,本棚,"Dania コーナー シェルフ, 黒",20981.4,3,0.15,6413.4
129,JP-2021-1058313,2021-06-19,2021-06-21,セカンド クラス,松桜-19300,松藤 桜,消費者,高松市,香川県,日本,四国,家具-椅子-10002442,家具,椅子,"Novimex ビーチ チェア, 黒",2902.0,1,0.0,638.0
130,JP-2020-1058654,2020-06-28,2020-07-03,通常配送,徳実-19750,徳村 実,消費者,立川市,東京都,日本,関東地方,家具-椅子-10004435,家具,椅子,"Novimex 椅子用マット, 調整可能",3333.7,1,0.15,1215.7
131,JP-2021-1059117,2021-10-20,2021-10-25,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,家具-本棚-10002855,家具,本棚,"Sauder 書庫, 従来型",103368.0,4,0.0,47544.0
132,JP-2021-1059117,2021-10-20,2021-10-25,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,家電-コピ-10004300,家電,コピー機,"ヒューレット・パッカード インク, デジタル",29664.0,3,0.0,6822.0
133,JP-2021-1059117,2021-10-20,2021-10-25,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,事務用-クリ-10003503,事務用品,クリップ,"OIC 画鋲, 各種サイズ",1536.0,2,0.0,336.0
134,JP-2021-1059117,2021-10-20,2021-10-25,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,事務用-バイ-10001094,事務用品,バインダー,"Avery タブ, クリア",1544.0,4,0.0,648.0
135,JP-2021-1059117,2021-10-20,2021-10-25,セカンド クラス,石明-19885,石嶺 明美,大企業,豊田市,愛知県,日本,中部地方,事務用-文房-10000598,事務用品,文房具,"Elite 裁断機, スチール",16428.000000000004,6,0.0,510.0
136,JP-2021-1061579,2021-09-11,2021-09-15,通常配送,稲静-14635,稲木 静香,大企業,蒲生郡日野町,滋賀県,日本,関西地方,家電-付属-10003974,家電,付属品,"ベルキン キーパッド, プログラミング可能",7900.0,2,0.0,3160.0
137,JP-2022-1048795,2022-08-07,2022-08-08,ファースト クラス,山海-13660,山仲 海斗,消費者,唐津市,佐賀県,日本,九州,事務用-アプ-10000491,事務用品,アプライアンス,"キッチンエイド コンロ, シルバー",532840.0,14,0.0,31948.0
138,JP-2022-1062072,2022-10-07,2022-10-11,セカンド クラス,堀剛-17605,堀口 剛,大企業,新宿区,東京都,日本,関東地方,事務用-バイ-10002204,事務用品,バインダー,"アコ 穴あけパンチ, クリア",13409.6,8,0.15,625.5999999999999
139,JP-2022-1062072,2022-10-07,2022-10-11,セカンド クラス,堀剛-17605,堀口 剛,大企業,新宿区,東京都,日本,関東地方,事務用-文房-10004974,事務用品,文房具,"Elite 大型のはさみ, 業務用",5511.4,2,0.15,-648.5999999999999
140,JP-2022-1063100,2022-05-22,2022-05-24,ファースト クラス,手一-14380,手塚 一樹,消費者,藤岡市,群馬県,日本,関東地方,事務用-紙-10002684,事務用品,紙,"Green Bar 事務用品, 12 パック",28016.000000000004,8,0.0,11472.0
141,JP-2019-1064044,2019-03-16,2019-03-21,セカンド クラス,生海-21220,生原 海斗,消費者,尾道市,広島県,日本,中国地方,事務用-封筒-10001589,事務用品,封筒,"Cameo 業務用封筒, 50 枚セット",3390.0,3,0.0,402.0
142,JP-2022-1064191,2022-11-11,2022-11-15,通常配送,下智-11140,下方 智子,消費者,福井市,福井県,日本,中部地方,事務用-バイ-10002306,事務用品,バインダー,"アコ とじ機, エコノミー",10218.0,3,0.0,1224.0
143,JP-2019-1065144,2019-04-30,2019-05-06,通常配送,上和-20830,上畠 和子,消費者,安城市,愛知県,日本,中部地方,家電-コピ-10003366,家電,コピー機,"キヤノン コピー機, カラー",158148.0,9,0.0,79074.0
144,JP-2021-1065266,2021-06-12,2021-06-17,通常配送,中康-17680,中林 康平,小規模事業所,下関市,山口県,日本,中国地方,家具-本棚-10002821,家具,本棚,"Dania 書庫, メタル",28948.8,2,0.4,3376.7999999999993
145,JP-2021-1065266,2021-06-12,2021-06-17,通常配送,中康-17680,中林 康平,小規模事業所,下関市,山口県,日本,中国地方,事務用-ラベ-10001071,事務用品,ラベル,"Hon 法的提出用ラベル, 赤",1281.6,3,0.4,-386.4000000000001
146,JP-2021-1065266,2021-06-12,2021-06-17,通常配送,中康-17680,中林 康平,小規模事業所,下関市,山口県,日本,中国地方,事務用-文房-10000649,事務用品,文房具,"Stiletto ペーパー ナイフ, 青",1135.2,1,0.4,131.19999999999993
147,JP-2021-1066203,2021-09-17,2021-09-21,通常配送,大美-13750,大門 美優,大企業,北上市,岩手県,日本,東北地方,事務用-保管-10002360,事務用品,保管箱,"Smead ロッカー, 業務用",23868.0,3,0.4,1590.0
148,JP-2021-1066651,2021-06-30,2021-07-02,セカンド クラス,日拓-11500,日野 拓也,消費者,田川郡川崎町,福岡県,日本,九州,事務用-保管-10002776,事務用品,保管箱,"Rogers フォルダ, 業務用",6233.999999999998,3,0.0,1428.0
149,JP-2022-1066800,2022-06-06,2022-06-11,通常配送,永陽-12865,永嶋 陽子,消費者,東置賜郡川西町,山形県,日本,東北地方,事務用-封筒-10003415,事務用品,封筒,"Jiffy 業務用封筒, 赤",6500.0,5,0.0,1560.0
150,JP-2019-1067553,2019-11-12,2019-11-16,通常配送,肥彩-18475,肥後 彩乃,小規模事業所,小平市,東京都,日本,関東地方,家具-本棚-10002621,家具,本棚,"Safco 棚セット, メタル",33354.00000000001,3,0.15,1961.999999999999
151,JP-2019-1067553,2019-11-12,2019-11-16,通常配送,肥彩-18475,肥後 彩乃,小規模事業所,小平市,東京都,日本,関東地方,事務用-封筒-10000348,事務用品,封筒,"GlobeWeis 社内用封筒, シルバー",17074.8,6,0.15,802.8000000000002
152,JP-2019-1067553,2019-11-12,2019-11-16,通常配送,肥彩-18475,肥後 彩乃,小規模事業所,小平市,東京都,日本,関東地方,事務用-文房-10001951,事務用品,文房具,"Kleencut 裁断機, スチール",6941.099999999999,3,0.15,-1224.9
153,JP-2019-1067553,2019-11-12,2019-11-16,通常配送,肥彩-18475,肥後 彩乃,小規模事業所,小平市,東京都,日本,関東地方,事務用-画材-10003394,事務用品,画材,"Sanford 蛍光ペン, 各種サイズ",7508.900000000001,7,0.15,-625.0999999999999
154,JP-2019-1069945,2019-10-15,2019-10-17,セカンド クラス,梅愛-21715,梅﨑 愛子,小規模事業所,八代市,熊本県,日本,九州,事務用-保管-10001977,事務用品,保管箱,"Tenex ボックス, メタル",5190.0,5,0.0,2020.0
155,JP-2019-1070435,2019-05-14,2019-05-16,ファースト クラス,滝実-17155,滝田 実,消費者,沖縄市,沖縄県,日本,九州,家電-コピ-10001053,家電,コピー機,"シャープ ファックス, 2 つセット",118260.0,6,0.0,26016.0
156,JP-2019-1070435,2019-05-14,2019-05-16,ファースト クラス,滝実-17155,滝田 実,消費者,沖縄市,沖縄県,日本,九州,家具-家具-10004874,家具,家具,"Tenex 電球, マルチパック",10128.0,8,0.0,3936.0
157,JP-2019-1071390,2019-05-20,2019-05-24,通常配送,柵葵-14920,柵木 葵,消費者,宇治市,京都府,日本,関西地方,事務用-クリ-10003274,事務用品,クリップ,"OIC ホチキス, 12 パック",1436.0,2,0.0,100.0
158,JP-2021-1071664,2021-10-16,2021-10-21,通常配送,岸葵-20080,岸部 葵,消費者,福山市,広島県,日本,中国地方,家電-付属-10003001,家電,付属品,"ロジクール マウス, 高耐久性",1966.0,1,0.0,334.0
159,JP-2019-1072320,2019-06-30,2019-07-02,ファースト クラス,多美-17785,多賀 美優,大企業,新宿区,東京都,日本,関東地方,事務用-アプ-10003146,事務用品,アプライアンス,"フーバー コーヒーミル, 黒",7731.599999999999,2,0.15,-364.39999999999986
160,JP-2022-1072826,2022-09-09,2022-09-09,即日配送,梅愛-21715,梅﨑 愛子,小規模事業所,三原市,広島県,日本,中国地方,家具-椅子-10004250,家具,椅子,"Office Star 肘掛け椅子, 赤",93485.99999999999,3,0.0,19632.0
161,JP-2021-1073359,2021-01-13,2021-01-17,通常配送,粉緑-20860,粉川 緑,大企業,浜松市中区,静岡県,日本,中部地方,事務用-バイ-10004115,事務用品,バインダー,"Avery とじ機, 高耐久性",8054.4,4,0.4,-3361.6000000000004
162,JP-2020-1074327,2020-06-03,2020-06-09,通常配送,方凛-13975,方波見 凛,大企業,市川市,千葉県,日本,関東地方,家電-電話-10000495,家電,電話機,"ノキア ヘッドセット, 大容量パック",5856.0,2,0.4,876.0
163,JP-2022-1075065,2022-05-05,2022-05-09,通常配送,喜麗-15010,喜多川 麗華,大企業,各務原市,岐阜県,日本,中部地方,家電-コピ-10003325,家電,コピー機,"シャープ 家庭用コピー機, 赤",39400.0,5,0.0,15760.0
164,JP-2021-1075959,2021-05-30,2021-06-02,セカンド クラス,宗凛-20800,宗片 凛,消費者,青森市,青森県,日本,東北地方,家電-付属-10004928,家電,付属品,"サンディスク メモリ カード, リサイクル",22043.999999999996,3,0.0,6390.0
165,JP-2021-1075959,2021-05-30,2021-06-02,セカンド クラス,宗凛-20800,宗片 凛,消費者,青森市,青森県,日本,東北地方,家電-コピ-10002193,家電,コピー機,"キヤノン 家庭用コピー機, デジタル",66444.0,7,0.0,27230.0
166,JP-2020-1077776,2020-08-15,2020-08-19,通常配送,津延-21775,津野 延,大企業,かほく市,石川県,日本,中部地方,事務用-封筒-10003661,事務用品,封筒,"Cameo テープ付き, 赤",3272.0,2,0.0,784.0
167,JP-2022-1078375,2022-12-22,2022-12-29,通常配送,薬愛-12355,薬師寺 愛子,消費者,西宮市,兵庫県,日本,関西地方,事務用-封筒-10003324,事務用品,封筒,"GlobeWeis 社内用封筒, 50 枚セット",15940.0,5,0.0,2549.9999999999995
168,JP-2019-1078812,2019-08-30,2019-09-05,通常配送,山桐-12565,山脇 桐子,消費者,所沢市,埼玉県,日本,関東地方,家電-事務-10004737,家電,事務機器,"StarTech インクジェット, マルチカラー",40236.00000000001,2,0.0,14884.0
169,JP-2019-1078812,2019-08-30,2019-09-05,通常配送,山桐-12565,山脇 桐子,消費者,所沢市,埼玉県,日本,関東地方,事務用-ラベ-10000092,事務用品,ラベル,"Harbour Creations 色分けラベル, 高耐久性",1772.0,2,0.0,192.0
170,JP-2022-1080076,2022-12-20,2022-12-22,セカンド クラス,二勇-21595,二井 勇,消費者,足利市,栃木県,日本,関東地方,事務用-クリ-10004397,事務用品,クリップ,"Accos 画鋲, メタル",1839.9999999999998,2,0.0,420.0
171,JP-2019-1080265,2019-11-10,2019-11-15,セカンド クラス,吉彩-18565,吉牟田 彩乃,小規模事業所,尼崎市,兵庫県,日本,関西地方,事務用-クリ-10002320,事務用品,クリップ,"Advantus クランプ, 12 パック",7488.0,6,0.0,372.0
172,JP-2022-1072320,2022-02-15,2022-02-19,通常配送,宗凛-20800,宗片 凛,消費者,茨木市,大阪府,日本,関西地方,家具-本棚-10002481,家具,本棚,"イケア コーナー シェルフ, 従来型",24612.0,3,0.0,7134.0
173,JP-2021-1081385,2021-06-09,2021-06-13,通常配送,垣愛-18130,垣内 愛,大企業,西宮市,兵庫県,日本,関西地方,家電-電話-10004087,家電,電話機,"アップル スマートフォン, 青",49320.0,6,0.0,4428.0
174,JP-2020-1081611,2020-12-29,2021-01-03,通常配送,皆学-10465,皆川 学,消費者,大分市,大分県,日本,九州,家電-電話-10001320,家電,電話機,"サムスン ヘッドセット, 大容量パック",14658.0,3,0.0,3078.0
175,JP-2022-1082480,2022-10-27,2022-11-01,通常配送,宮慶-19465,宮田 慶子,小規模事業所,佐世保市,長崎県,日本,九州,家電-付属-10003953,家電,付属品,"メモレックス メモリ カード, リサイクル",40031.999999999985,10,0.4,-1347.9999999999927
176,JP-2019-1082729,2019-01-11,2019-01-15,通常配送,最大-13285,最上 大翔,消費者,西宮市,兵庫県,日本,関西地方,家電-付属-10002816,家電,付属品,"メモレックス キーパッド, リサイクル",14340.000000000002,5,0.0,6730.0
177,JP-2019-1082729,2019-01-11,2019-01-15,通常配送,最大-13285,最上 大翔,消費者,西宮市,兵庫県,日本,関西地方,家具-本棚-10004936,家具,本棚,"Bush コーナー シェルフ, 黒",16712.0,2,0.0,3508.0
178,JP-2022-1083346,2022-09-11,2022-09-14,ファースト クラス,島千-21340,島名 千代子,消費者,東村山郡中山町,山形県,日本,東北地方,家具-本棚-10003724,家具,本棚,"イケア クラシック スタイルの本棚, 従来型",137250.0,5,0.0,4110.000000000001
179,JP-2020-1009485,2020-08-11,2020-08-15,通常配送,沼静-20050,沼本 静香,小規模事業所,堺市堺区,大阪府,日本,関西地方,事務用-アプ-10004752,事務用品,アプライアンス,"キッチンエイド コーヒーミル, 白",13721.999999999996,3,0.0,5898.0
